Economy_Code,Economy_Label,Economy_IsTarget,Economy_ValidFrom,Economy_ValidTo,Economy_Level,Economy_Hidden,Economy_Expand,Economy_Note,Economy_Order,Year,Flow_Code,Flow_Label,Flow_Hidden,Flow_Note,Flow_Order,Category_Code,Category_Label,Category_Level,Category_Hidden,Category_Expand,Category_Note,Category_Order,M5011_Value,M5011_Footnote_Code,M5011_Footnote_Text,M5011_MissingValue_Code,M5011_MissingValue_Label,M0100_Value,M0100_Footnote_Code,M0100_Footnote_Text,M0100_MissingValue_Code,M0100_MissingValue_Label,M5022_Value,M5022_Footnote_Code,M5022_Footnote_Text,M5022_MissingValue_Code,M5022_MissingValue_Label,M4024_Value,M4024_Footnote_Code,M4024_Footnote_Text,M4024_MissingValue_Code,M4024_MissingValue_Label,M5025_Value,M5025_Footnote_Code,M5025_Footnote_Text,M5025_MissingValue_Code,M5025_MissingValue_Label
024,"Angola",True,1940,2102,5,True,True,,38,2007,01,"Imports",False,,2,SF,"Insurance and pension services",4,False,True,"Insurance and pension services include services of providing life insurance and annuities, nonlife insurance, reinsurance, freight insurance, pensions, standardized guarantees, and auxiliary services to insurance, pension schemes, and standardized guarantee schemes.",71,0.268507287144242,0,,,,414236200.91,0,,,,3.276343846857825,0,,,,39.51048262576634,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2007,02,"Exports",False,,1,SF,"Insurance and pension services",4,False,True,"Insurance and pension services include services of providing life insurance and annuities, nonlife insurance, reinsurance, freight insurance, pensions, standardized guarantees, and auxiliary services to insurance, pension schemes, and standardized guarantee schemes.",71,0,0,,,,0,0,,,,0,0,,,,,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2008,01,"Imports",False,,2,SF,"Insurance and pension services",4,False,True,"Insurance and pension services include services of providing life insurance and annuities, nonlife insurance, reinsurance, freight insurance, pensions, standardized guarantees, and auxiliary services to insurance, pension schemes, and standardized guarantee schemes.",71,0.8326054435636774,0,,,,1498126946.91,0,,,,6.766807960413463,0,,,,261.6600730739837,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2008,02,"Exports",False,,1,SF,"Insurance and pension services",4,False,True,"Insurance and pension services include services of providing life insurance and annuities, nonlife insurance, reinsurance, freight insurance, pensions, standardized guarantees, and auxiliary services to insurance, pension schemes, and standardized guarantee schemes.",71,0,0,,,,0,0,,,,0,0,,,,,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2009,01,"Imports",False,,2,SF,"Insurance and pension services",4,False,True,"Insurance and pension services include services of providing life insurance and annuities, nonlife insurance, reinsurance, freight insurance, pensions, standardized guarantees, and auxiliary services to insurance, pension schemes, and standardized guarantee schemes.",71,0.18085202660058378,0,,,,329227044,0,,,,1.7174600491842398,0,,,,-78.02408903470726,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2023,01,"Imports",False,,2,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.11502862895758316,0,,,,8602980030.58573,0,,,,100,0,,,,-23.846395778220725,0,,,,9.50058,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2023,02,"Exports",False,,1,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.0009414761720141071,0,,,,75846222.4589143,0,,,,100,0,,,,-7.738158459575004,0,,,,0.08376,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2022,01,"Imports",False,,2,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.16617576604854695,0,,,,11296878353.2971,0,,,,100,0,,,,60.231135935498,0,,,,9.97044,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2022,02,"Exports",False,,1,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.0011075456601276968,0,,,,82207574.8679717,0,,,,100,0,,,,-12.087172308681446,0,,,,0.07256,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2021,01,"Imports",False,,2,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.12031587505078631,0,,,,7050364017.79285,0,,,,100,0,,,,25.84211728555323,0,,,,10.08553,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2021,02,"Exports",False,,1,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.0014594793127865825,0,,,,93510329.523947,0,,,,100,0,,,,39.55097062825328,0,,,,0.13377,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2005,01,"Imports",False,,2,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2005,02,"Exports",False,,1,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2006,01,"Imports",False,,2,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2006,02,"Exports",False,,1,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2007,01,"Imports",False,,2,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2007,02,"Exports",False,,1,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2008,01,"Imports",False,,2,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2008,02,"Exports",False,,1,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2009,01,"Imports",False,,2,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2005,01,"Imports",False,,2,SA,"Manufacturing services on physical inputs owned by others",4,False,True,"Manufacturing services on physical inputs owned by others cover processing, assembly, labeling, packing, and so forth undertaken by enterprises that do not own the goods concerned.",7,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2005,02,"Exports",False,,1,SA,"Manufacturing services on physical inputs owned by others",4,False,True,"Manufacturing services on physical inputs owned by others cover processing, assembly, labeling, packing, and so forth undertaken by enterprises that do not own the goods concerned.",7,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2006,01,"Imports",False,,2,SA,"Manufacturing services on physical inputs owned by others",4,False,True,"Manufacturing services on physical inputs owned by others cover processing, assembly, labeling, packing, and so forth undertaken by enterprises that do not own the goods concerned.",7,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2006,02,"Exports",False,,1,SA,"Manufacturing services on physical inputs owned by others",4,False,True,"Manufacturing services on physical inputs owned by others cover processing, assembly, labeling, packing, and so forth undertaken by enterprises that do not own the goods concerned.",7,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2007,01,"Imports",False,,2,SA,"Manufacturing services on physical inputs owned by others",4,False,True,"Manufacturing services on physical inputs owned by others cover processing, assembly, labeling, packing, and so forth undertaken by enterprises that do not own the goods concerned.",7,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2007,02,"Exports",False,,1,SA,"Manufacturing services on physical inputs owned by others",4,False,True,"Manufacturing services on physical inputs owned by others cover processing, assembly, labeling, packing, and so forth undertaken by enterprises that do not own the goods concerned.",7,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2008,01,"Imports",False,,2,SA,"Manufacturing services on physical inputs owned by others",4,False,True,"Manufacturing services on physical inputs owned by others cover processing, assembly, labeling, packing, and so forth undertaken by enterprises that do not own the goods concerned.",7,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2008,02,"Exports",False,,1,SA,"Manufacturing services on physical inputs owned by others",4,False,True,"Manufacturing services on physical inputs owned by others cover processing, assembly, labeling, packing, and so forth undertaken by enterprises that do not own the goods concerned.",7,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2009,01,"Imports",False,,2,SA,"Manufacturing services on physical inputs owned by others",4,False,True,"Manufacturing services on physical inputs owned by others cover processing, assembly, labeling, packing, and so forth undertaken by enterprises that do not own the goods concerned.",7,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2009,02,"Exports",False,,1,SA,"Manufacturing services on physical inputs owned by others",4,False,True,"Manufacturing services on physical inputs owned by others cover processing, assembly, labeling, packing, and so forth undertaken by enterprises that do not own the goods concerned.",7,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2008,01,"Imports",False,,2,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,0.00016827080996826036,0,,,,470000,0,,,,0.0021229173855754633,0,,,,-59.936220508860124,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2008,02,"Exports",False,,1,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,0.004970529555789921,0,,,,12000000,0,,,,3.6424331912251153,0,,,,-0.18045809337228036,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2009,01,"Imports",False,,2,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,7.312884075858353E-06,0,,,,20000,0,,,,0.00010433286575231893,0,,,,-95.74468085106383,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2009,02,"Exports",False,,1,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2010,01,"Imports",False,,2,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,0.0022299104559059184,0,,,,6378100,0,,,,0.03400861733480484,0,,,,,,,-,"Not publishable",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2010,02,"Exports",False,,1,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2024,01,"Imports",False,,2,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.10512059082791397,0,,,,8492282999.999999,0,,,,100,0,,,,-1.2867289031495517,0,,,,9.45363,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2024,02,"Exports",False,,1,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.0014558461018122529,0,,,,128874000,0,,,,100,0,,,,69.91485643178962,0,,,,0.14346,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2020,01,"Imports",False,,2,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.11075232251691461,0,,,,5602547199.51556,0,,,,100,0,,,,-31.46525021406687,5,"Estimated",,,10.2197,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2020,02,"Exports",False,,1,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.0012592060933944095,0,,,,67008010.838596806,0,,,,100,0,,,,-85.25940612919138,0,,,,0.12223,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2019,01,"Imports",False,,2,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.1333385141280064,5,"Estimated",,,8174754000,5,"Estimated",,,100,5,"Estimated",,,-18.977676662072682,5,"Estimated",,,9.8329,5,"Estimated",,
024,"Angola",True,1940,2102,5,True,True,,38,2019,02,"Exports",False,,1,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.007103670839208245,0,,,,454581487.190251,0,,,,100,0,,,,-27.972773879204595,0,,,,0.54679,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2009,02,"Exports",False,,1,SF,"Insurance and pension services",4,False,True,"Insurance and pension services include services of providing life insurance and annuities, nonlife insurance, reinsurance, freight insurance, pensions, standardized guarantees, and auxiliary services to insurance, pension schemes, and standardized guarantee schemes.",71,,,,-,"Not publishable",,,,-,"Not publishable",,,,-,"Not publishable",,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2010,01,"Imports",False,,2,SF,"Insurance and pension services",4,False,True,"Insurance and pension services include services of providing life insurance and annuities, nonlife insurance, reinsurance, freight insurance, pensions, standardized guarantees, and auxiliary services to insurance, pension schemes, and standardized guarantee schemes.",71,0.13378424240339162,0,,,,257349630.60000002,0,,,,1.372211960980352,0,,,,-21.832171660843258,0,,,,,,,..,"No value reported or collected"
